cxcore::PE-PAS,,Pasco,Région de Pasco
cxcore::PE-PIU,,Piura,Région de Piura
cxcore::PE-PUN,,Puno,Région de Puno
cxcore::PE-SAM,,San Mart\u00edn,San Mart\u00edn
cxcore::PE-TAC,,Tacna,Région de Tacna
cxcore::PE-TUM,,Tumbes,Région de Tumbes
cxcore::PE-UCA,,Ucayali,Région dUcayali
cxcore::PH-ABR,,Abra,Abra
cxcore::PH-AGN,,Agusan del Norte,Agusan du Nord
cxcore::PH-AGS,,Agusan del Sur,Agusan du Sud
cxcore::PH-AKL,,Aklan,province de Aklan
cxcore::PH-ALB,,Albay,Albay
cxcore::PH-ANT,,Antique,Antique
cxcore::PH-APA,,Apayao,province de Apayao
cxcore::PH-AUR,,Aurora,Aurora
cxcore::PH-BAS,,Basilan,Basilan
cxcore::PH-BAN,,Bataan,Bataan
cxcore::PH-BTN,,Batanes,Batanes
cxcore::PH-BTG,,Batangas,Batangas
cxcore::PH-BEN,,Benguet,province de Benguet
cxcore::PH-BIL,,Biliran,province de Biliran
cxcore::PH-BOH,,Bohol,Bohol
cxcore::PH-BUK,,Bukidnon,province de Bukidnon
cxcore::PH-BUL,,Bulacan,Bulacan
cxcore::PH-CAG,,Cagayan,Cagayan
cxcore::PH-CAN,,Camarines Norte,Camarines Norte
cxcore::PH-CAS,,Camarines Sur,Camarines Sur
cxcore::PH-CAM,,Camiguin,province de Camiguin
cxcore::PH-CAP,,Capiz,Cápiz
cxcore::PH-CAT,,Catanduanes,Catanduanes
cxcore::PH-CAV,,Cavite,province de Cavite
cxcore::PH-CEB,,Cebu,Cebu
cxcore::PH-COM,,Compostela Valley,Vallée de Compostela
cxcore::PH-NCO,,Cotabato,Cotabato
cxcore::PH-DAV,,Davao del Norte,Davao du Nord
cxcore::PH-DAS,,Davao del Sur,Davao du Sud
cxcore::PH-DVO,,Davao Occidental,Davao occidental
cxcore::PH-DAO,,Davao Oriental,Davao oriental
cxcore::PH-DIN,,Dinagat Islands,province des Îles Dinagat
cxcore::PH-EAS,,Eastern Samar,Samar oriental
cxcore::PH-GUI,,Guimaras,province de Guimaras
cxcore::PH-IFU,,Ifugao,Ifugao
cxcore::PH-ILN,,Ilocos Norte,Ilocos Norte
cxcore::PH-ILS,,Ilocos Sur,Ilocos Sur
cxcore::PH-ILI,,Iloilo,province de Iloilo
cxcore::PH-ISA,,Isabela,Isabela
cxcore::PH-KAL,,Kalinga,province de Kalinga
cxcore::PH-LUN,,La Union,La Union
cxcore::PH-LAG,,Laguna,Laguna
cxcore::PH-LAN,,Lanao del Norte,Lanao du Nord
cxcore::PH-LAS,,Lanao del Sur,Lanao du Sud
cxcore::PH-LEY,,Leyte,Leyte
cxcore::PH-MAG,,Maguindanao,Maguindanao
cxcore::PH-MAD,,Marinduque,province de Marinduque
cxcore::PH-MAS,,Masbate,Masbate
cxcore::PH-MDC,,Mindoro Occidental,Mindoro Occidental
cxcore::PH-MDR,,Mindoro Oriental,Mindoro Oriental
cxcore::PH-MSC,,Misamis Occidental,Misamis occidental
cxcore::PH-MSR,,Misamis Oriental,Misamis oriental
cxcore::PH-MOU,,Mountain Province,Mountain Province
cxcore::PH-NEC,,Negros Occidental,Negros occidental
cxcore::PH-NER,,Negros Oriental,Negros oriental
cxcore::PH-NSA,,Northern Samar,Samar du Nord
cxcore::PH-NUE,,Nueva Ecija,Nueva Ecija
cxcore::PH-NUV,,Nueva Vizcaya,Nueva Vizcaya
cxcore::PH-PLW,,Palawan,province de Palawan
cxcore::PH-PAM,,Pampanga,Pampanga
cxcore::PH-PAN,,Pangasinan,Pangasinan
cxcore::PH-QUE,,Quezon,province de Quezon
cxcore::PH-QUI,,Quirino,Quirino
cxcore::PH-RIZ,,Rizal,Rizal
cxcore::PH-ROM,,Romblon,Romblon
cxcore::PH-WSA,,Samar,Samar
cxcore::PH-SAR,,Sarangani,Sarangani
cxcore::PH-SIG,,Siquijor,Siquijor
cxcore::PH-SOR,,Sorsogon,Sorsogon
cxcore::PH-SCO,,South Cotabato,Cotabato du Sud
cxcore::PH-SLE,,Southern Leyte,Leyte du Sud
cxcore::PH-SUK,,Sultan Kudarat,Sultan Kudarat
cxcore::PH-SLU,,Sulu,Sulu
cxcore::PH-SUN,,Surigao del Norte,Surigao du Nord
cxcore::PH-SUR,,Surigao del Sur,Surigao du Sud
cxcore::PH-TAR,,Tarlac,Tarlac
cxcore::PH-TAW,,Tawi-Tawi,Tawi-Tawi
cxcore::PH-ZMB,,Zambales,Zambales
cxcore::PH-ZAN,,Zamboanga del Norte,Zamboanga du Nord
cxcore::PH-ZAS,,Zamboanga del Sur,Zamboanga du Sud
cxcore::PH-ZSI,,Zamboanga Sibugay,Zamboanga Sibugay
cxcore::PH-00,,Metro Manila,Grand Manille
cxcore::PL-DS,,Lower Silesia,Voïvodie de Basse-Silésie
cxcore::PL-KP,,Kuyavia-Pomerania,Voïvodie de Couïavie-Poméranie
cxcore::PL-LU,,Lublin,Voïvodie de Lublin
cxcore::PL-LB,,Lubusz,Voïvodie de Lubusz
cxcore::PL-LD,,\u0141\xf3d\u017a,\u0141\xf3d\u017a
cxcore::PL-MA,,Lesser Poland,Voïvodie de Petite-Pologne
cxcore::PL-MZ,,Mazovia,Voïvodie de Mazovie
cxcore::PL-OP,,Opole (Upper Silesia),Opole (Haute-Silésie)
cxcore::PL-PK,,Subcarpathia,Voïvodie des Basses-Carpates
cxcore::PL-PD,,Podlaskie,Podlaskie
cxcore::PL-PM,,Pomerania,Voïvodie de Poméranie
cxcore::PL-SL,,Silesia,Voïvodie de Silésie
cxcore::PL-SK,,Holy Cross,Voïvodie de Sainte-Croix
cxcore::PL-WN,,Warmia-Masuria,Voïvodie de Varmie-Mazurie
cxcore::PL-WP,,Greater Poland,Voïvodie de Grande-Pologne
cxcore::PL-ZP,,West Pomerania,Voïvodie de Poméranie occidentale
cxcore::RO-AB,,Alba,jude? dAlba
cxcore::RO-AR,,Arad,jude? dArad
cxcore::RO-AG,,Arge\u0219,clé
cxcore::RO-BC,,Bac\u0103u,Bac\u0103u
cxcore::RO-BH,,Bihor,jude? de Bihor
cxcore::RO-BN,,Bistri\u021ba-N\u0103s\u0103ud,Bistri\u021ba-N\u0103s\u0103ud
cxcore::RO-BT,,Boto\u0219ani,Boto\u0219ani
cxcore::RO-BV,,Bra\u0219ov,Bra\u0219ov
cxcore::RO-BR,,Br\u0103ila,Br\u0103ila
cxcore::RO-BZ,,Buz\u0103u,Buz\u0103u
cxcore::RO-CS,,Cara\u0219-Severin,Cara\u0219-Severin
cxcore::RO-CL,,C\u0103l\u0103ra\u0219i,C\u0103l\u0103ra\u0219i
cxcore::RO-CJ,,Cluj,Jude? de Cluj
cxcore::RO-CT,,Constan\u021ba,Constan\u021ba
cxcore::RO-CV,,Covasna,jude? de Covasna
cxcore::RO-DB,,D\xe2mbovi\u021ba,D\xe2mbovi\u021ba
cxcore::RO-DJ,,Dolj,Jude? de Dolj
cxcore::RO-GL,,Gala\u021bi,Gala\u021bi
cxcore::RO-GR,,Giurgiu,Jude? de Giurgiu
cxcore::RO-GJ,,Gorj,Jude? de Gorj
cxcore::RO-HR,,Harghita,Jude? de Harghita
cxcore::RO-HD,,Hunedoara,jude? de Hunedoara
cxcore::RO-IL,,Ialomi\u021ba,Ialomi\u021ba
cxcore::RO-IS,,Ia\u0219i,Ia\u0219i
cxcore::RO-IF,,Ilfov,Jude? dIlfov
cxcore::RO-MM,,Maramure\u0219,clé
cxcore::RO-MH,,Mehedin\u021bi,Mehedin\u021bi
cxcore::RO-MS,,Mure\u0219,clé
cxcore::RO-NT,,Neam\u021b,Neam\u021b
cxcore::RO-OT,,Olt,Jude? dOlt
cxcore::RO-PH,,Prahova,Jude? de Prahova
cxcore::RO-SM,,Satu Mare,jude? de Satu Mare
cxcore::RO-SJ,,S\u0103laj,S\u0103laj
cxcore::RO-SB,,Sibiu,Jude? de Sibiu
cxcore::RO-SV,,Suceava,Jude? de Suceava
cxcore::RO-TR,,Teleorman,Jude? de Teleorman
cxcore::RO-TM,,Timi\u0219,clé
cxcore::RO-TL,,Tulcea,Jude? de Tulcea
cxcore::RO-VS,,Vaslui,jude? de Vaslui
cxcore::RO-VL,,V\xe2lcea,V\xe2lcea
cxcore::RO-VN,,Vrancea,Jude? de Vrancea
cxcore::RO-B,,Bucure\u0219ti,Bucure\u0219ti
cxcore::RW-01,,Kigali,Kigali
cxcore::RW-05,,Southern,Province Méridionale
cxcore::SN-DK,,Dakar,Dakar
cxcore::SN-DB,,Diourbel,Région de Diourbel
cxcore::SN-FK,,Fatick,Fatick
cxcore::SN-KA,,Kaffrine,Kaffrine
cxcore::SN-KL,,Kaolack,Kaolack
cxcore::SN-KE,,K\xe9dougou,K\xe9dougou
cxcore::SN-KD,,Kolda,Kolda
cxcore::SN-LG,,Louga,Louga
cxcore::SN-MT,,Matam,Matam
cxcore::SN-SL,,Saint-Louis,Saint-Louis
cxcore::SN-SE,,S\xe9dhiou,S\xe9dhiou
cxcore::SN-TC,,Tambacounda,Tambacounda
cxcore::SN-TH,,Thi\xe8s,Thi\xe8s
cxcore::SN-ZG,,Ziguinchor,Ziguinchor
cxcore::SG-01,,Central Singapore,Singapour central
cxcore::SG-02,,North East,District du Nord-Est
cxcore::ZA-NW,,North West,Nord-Ouest
cxcore::SG-04,,South East,District du Sud-Est
cxcore::SG-05,,South West,District du Sud-Ouest
cxcore::ZA-EC,,Eastern Cape,Cap oriental
cxcore::ZA-FS,,Free State,État libre
cxcore::ZA-GT,,Gauteng,Gauteng
cxcore::ZA-NL,,KwaZulu-Natal,KwaZulu-Natal
cxcore::ZA-LP,,Limpopo,Limpopo
cxcore::ZA-MP,,Mpumalanga,Mpumalanga
cxcore::ZA-NC,,Northern Cape,Cap du Nord
cxcore::ZA-WC,,Western Cape,Cap occidental
"cxcore::ES-ESP,phpcommon::country/spain",,Spain,Espagne
cxcore::LK-1,,Western Province,Province occidentale
cxcore::LK-2,,Central Province,Province centrale
cxcore::LK-3,,Southern Province,Province méridionale
cxcore::LK-4,,Northern Province,Province septentrionale
cxcore::LK-5,,Eastern Province,Province orientale
cxcore::LK-6,,North Western Province,Province du Nord-Ouest
cxcore::LK-7,,North Central Province,Province du Centre-Nord
cxcore::LK-8,,Uva Province,Province d'Uva
cxcore::LK-9,,Sabaragamuwa Province,Province de Sabaragamuwa
"cxcore::SE-SWE,phpcommon::country/sweden",,Sweden,Suède
cxcore::TZ-01,,Arusha,Région dArusha
cxcore::TZ-02,,Dar es Salaam,Dar es Salaam
cxcore::TZ-03,,Dodoma,Dodoma
cxcore::TZ-27,,Geita,Région de Geita
cxcore::TZ-04,,Iringa,Iringa
cxcore::TZ-05,,Kagera,Kagera
cxcore::TZ-06,,Pemba North,Pemba du Nord
cxcore::TZ-07,,Zanzibar North,Unguja Nord
cxcore::TZ-28,,Katavi,Région de Katavi
cxcore::TZ-08,,Kigoma,Région de Kigoma
cxcore::TZ-09,,Kilimanjaro,Kilimandjaro
cxcore::TZ-10,,Pemba South,Pemba du Sud
cxcore::TZ-11,,Zanzibar South,Zanzibar Sud
cxcore::TZ-12,,Lindi,Lindi
cxcore::TZ-26,,Manyara,Manyara
cxcore::TZ-13,,Mara,Mara
cxcore::TZ-14,,Mbeya,Mbeya
cxcore::TZ-15,,Zanzibar West,Zanzibar Ouest
cxcore::TZ-16,,Morogoro,Morogoro
cxcore::TZ-17,,Mtwara,Mtwara
cxcore::TZ-18,,Mwanza,Mwanza
cxcore::TZ-29,,Njombe,Région de Njombe
cxcore::TZ-19,,Coast,Côte
cxcore::TZ-20,,Rukwa,Rukwa
cxcore::TZ-21,,Ruvuma,Ruvuma
cxcore::TZ-22,,Shinyanga,Shinyanga
cxcore::TZ-30,,Simiyu,Simiyu
cxcore::TZ-23,,Singida,Singida
cxcore::TZ-24,,Tabora,Tabora (région)
cxcore::TZ-25,,Tanga,Tanga
cxcore::TH-10,,Bangkok,Bangkok
cxcore::TH-S,,Pattaya,Pattaya
cxcore::TH-37,,Amnat Charoen,Amnat Charoen
cxcore::TH-15,,Ang Thong,Ang Thong
cxcore::TH-38,,Bueng Kan,Province de Bueng Kan
cxcore::TH-31,,Buriram,Buriram
cxcore::TH-24,,Chachoengsao,Chachoengsao
cxcore::TH-18,,Chai Nat,Chai Nat
cxcore::TH-36,,Chaiyaphum,Chaiyaphum
cxcore::TH-22,,Chanthaburi,Chanthaburi
cxcore::TH-50,,Chiang Mai,Chiang Mai
cxcore::TH-57,,Chiang Rai,Chiang Rai
cxcore::TH-20,,Chon Buri,Chon Buri
cxcore::TH-86,,Chumphon,Chumphon
cxcore::TH-46,,Kalasin,Kalasin
cxcore::TH-62,,Kamphaeng Phet,Kamphaeng Phet
cxcore::TH-71,,Kanchanaburi,Kanchanaburi
cxcore::TH-40,,Khon Kaen,Khon Kaen
cxcore::TH-81,,Krabi,Krabi
cxcore::TH-52,,Lampang,Lampang
cxcore::TH-51,,Lamphun,Lamphun
cxcore::TH-42,,Loei,Loei
cxcore::TH-16,,Lopburi,Lopburi
cxcore::TH-58,,Mae Hong Son,Mae Hong Son
cxcore::TH-44,,Maha Sarakham,Maha Sarakham
cxcore::TH-49,,Mukdahan,Mukdahan
cxcore::TH-26,,Nakhon Nayok,Nakhon Nayok
cxcore::TH-73,,Nakhon Pathom,Nakhon Pathom
cxcore::TH-48,,Nakhon Phanom,Nakhon Phanom
cxcore::TH-30,,Nakhon Ratchasima,Nakhon Ratchasima
cxcore::TH-60,,Nakhon Sawan,Nakhon Sawan
cxcore::TH-80,,Nakhon Si Thammarat,Nakhon Si Thammarat
cxcore::TH-55,,Nan,Nan
cxcore::TH-96,,Narathiwat,Narathiwat
cxcore::TH-39,,Nong Bua Lam Phu,Nong Bua Lam Phu
cxcore::TH-43,,Nong Khai,Nong Khai
cxcore::TH-12,,Nonthaburi,Nonthaburi
cxcore::TH-13,,Pathum Thani,Pathum Thani
cxcore::TH-94,,Pattani,Pattani
cxcore::TH-82,,Phangnga,Phangnga
cxcore::TH-93,,Phatthalung,Phatthalung
cxcore::TH-56,,Phayao,Phayao
cxcore::TH-67,,Phetchabun,Phetchabun
cxcore::TH-76,,Phetchaburi,Phetchaburi
cxcore::TH-66,,Phichit,Phichit
cxcore::TH-65,,Phitsanulok,Phitsanulok
cxcore::TH-54,,Phrae,Phrae
cxcore::TH-14,,Phra Nakhon Si Ayutthaya,Ayutthaya
cxcore::TH-83,,Phuket,Phuket
cxcore::TH-25,,Prachin Buri,Prachin Buri
cxcore::TH-77,,Prachuap Khiri Khan,Prachuap Khiri Khan
cxcore::TH-85,,Ranong,Ranong
cxcore::TH-70,,Ratchaburi,Ratchaburi
cxcore::TH-21,,Rayong,Rayong
cxcore::TH-45,,Roi Et,Roi Et
cxcore::TH-27,,Sa Kaeo,Sa Kaeo
cxcore::TH-47,,Sakon Nakhon,Sakon Nakhon
cxcore::TH-11,,Samut Prakan,Samut Prakan
cxcore::TH-74,,Samut Sakhon,Samut Sakhon
cxcore::TH-75,,Samut Songkhram,Samut Songkhram
cxcore::TH-19,,Saraburi,Saraburi
cxcore::TH-91,,Satun,Satun
cxcore::TH-17,,Sing Buri,Sing Buri
cxcore::TH-33,,Sisaket,Sisaket
cxcore::TH-90,,Songkhla,Songkhla
cxcore::TH-64,,Sukhothai,Sukhothai
cxcore::TH-72,,Suphan Buri,Suphan Buri
cxcore::TH-84,,Surat Thani,Surat Thani
cxcore::TH-32,,Surin,Surin
cxcore::TH-63,,Tak,Tak
cxcore::TH-92,,Trang,Trang
cxcore::TH-23,,Trat,Trat
cxcore::TH-34,,Ubon Ratchathani,Ubon Ratchathani
cxcore::TH-41,,Udon Thani,Udon Thani
cxcore::TH-61,,Uthai Thani,Uthai Thani
cxcore::TH-53,,Uttaradit,Uttaradit
cxcore::TH-95,,Yala,Yala
cxcore::TH-35,,Yasothon,Yasothon
cxcore::TN-31,,B\xe9ja,B\xe9ja
cxcore::TN-13,,Ben Arous,Gouvernorat de Ben Arous
cxcore::TN-23,,Bizerte,Gouvernorat de Bizerte
cxcore::TN-81,,Gab\xe8s,Gab\xe8s
cxcore::TN-71,,Gafsa,Gouvernorat de Gafsa
cxcore::TN-32,,Jendouba,Gouvernorat de Jendouba
cxcore::TN-41,,Kairouan,Gouvernorat de Kairouan
cxcore::TN-42,,Kasserine,Gouvernorat de Kasserine
cxcore::TN-73,,K\xe9bili,K\xe9bili
cxcore::TN-12,,L'Ariana,L'Ariana
cxcore::TN-14,,La Manouba,La Manouba
cxcore::TN-33,,Le Kef,Le Kef
cxcore::TN-53,,Mahdia,Gouvernorat de Mahdia
cxcore::TN-82,,M\xe9denine,M\xe9denine
cxcore::TN-52,,Monastir,Gouvernorat de Monastir
cxcore::TN-21,,Nabeul,Gouvernorat de Nabeul
cxcore::TN-61,,Sfax,Gouvernorat de Sfax
cxcore::TN-43,,Sidi Bouzid,Gouvernorat de Sidi Bouzid
cxcore::TN-34,,Siliana,Gouvernorat de Siliana
cxcore::TN-51,,Sousse,Gouvernorat de Sousse
cxcore::TN-83,,Tataouine,Gouvernorat de Tataouine
cxcore::TN-72,,Tozeur,Gouvernorat de Tozeur
cxcore::TN-11,,Tunis,Gouvernorat de Tunis
cxcore::TN-22,,Zaghouan,Gouvernorat de Zaghouan
cxcore::TR-01,,Adana,Adana
cxcore::TR-02,,Ad\u0131yaman,Ad\u0131yaman
cxcore::TR-03,,Afyonkarahisar,Afyonkarahisar
cxcore::TR-04,,A\u011fr\u0131,clé
cxcore::TR-68,,Aksaray,Aksaray
cxcore::TR-05,,Amasya,Amasya
cxcore::TR-06,,Ankara,Ankara
cxcore::TR-07,,Antalya,Antalya
cxcore::TR-75,,Ardahan,Ardahan
cxcore::TR-08,,Artvin,Artvin
cxcore::TR-09,,Ayd\u0131n,Ayd\u0131n
cxcore::TR-10,,Bal\u0131kesir,Bal\u0131kesir
cxcore::TR-74,,Bart\u0131n,Bart\u0131n
cxcore::TR-72,,Batman,Batman
cxcore::TR-69,,Bayburt,Bayburt
cxcore::TR-11,,Bilecik,Bilecik
cxcore::TR-12,,Bing\xf6l,Bing\xf6l
cxcore::TR-13,,Bitlis,Bitlis
cxcore::TR-14,,Bolu,Bolu
cxcore::TR-15,,Burdur,Burdur
cxcore::TR-16,,Bursa,Bursa
cxcore::TR-17,,\xc7anakkale,\xc7anakkale
cxcore::TR-18,,\xc7ank\u0131r\u0131,clé
cxcore::TR-19,,\xc7orum,\xc7orum
cxcore::TR-20,,Denizli,Denizli
cxcore::TR-21,,Diyarbak\u0131r,Diyarbak\u0131r
cxcore::TR-81,,D\xfczce,D\xfczce
cxcore::TR-22,,Edirne,Edirne
cxcore::TR-23,,Elaz\u0131\u011f,Elaz\u0131\u011f
cxcore::TR-24,,Erzincan,Erzincan
cxcore::TR-25,,Erzurum,Erzurum
cxcore::TR-26,,Eski\u015fehir,Eski\u015fehir
cxcore::TR-27,,Gaziantep,Gaziantep
cxcore::TR-28,,Giresun,Giresun
cxcore::TR-29,,G\xfcm\xfc\u015fhane,G\xfcm\xfc\u015fhane
cxcore::TR-30,,Hakk\xe2ri,Hakk\xe2ri
cxcore::TR-31,,Hatay,Hatay
cxcore::TR-76,,I\u011fd\u0131r,I\u011fd\u0131r
cxcore::TR-32,,Isparta,Isparta
cxcore::TR-34,,\u0130stanbul,\u0130stanbul
cxcore::TR-35,,\u0130zmir,\u0130zmir
cxcore::TR-46,,Kahramanmara\u015f,Kahramanmara\u015f
cxcore::TR-78,,Karab\xfck,Karab\xfck
cxcore::TR-70,,Karaman,Karaman
cxcore::TR-36,,Kars,Kars
cxcore::TR-37,,Kastamonu,Kastamonu
cxcore::TR-38,,Kayseri,Kayseri
cxcore::TR-71,,K\u0131r\u0131kkale,K\u0131r\u0131kkale
cxcore::TR-39,,K\u0131rklareli,K\u0131rklareli
cxcore::TR-40,,K\u0131r\u015fehir,K\u0131r\u015fehir
cxcore::TR-79,,Kilis,Kilis
cxcore::TR-41,,Kocaeli,Kocaeli
cxcore::TR-42,,Konya,Konya
cxcore::TR-43,,K\xfctahya,K\xfctahya
cxcore::TR-44,,Malatya,Malatya
cxcore::TR-45,,Manisa,Manisa
cxcore::TR-47,,Mardin,Mardin
cxcore::TR-33,,Mersin,Mersin
cxcore::TR-48,,Mu\u011fla,Mu\u011fla
cxcore::TR-49,,Mu\u015f,Mu\u015f
cxcore::TR-50,,Nev\u015fehir,Nev\u015fehir
cxcore::TR-51,,Ni\u011fde,Ni\u011fde
cxcore::TR-52,,Ordu,Ordu
cxcore::TR-80,,Osmaniye,Osmaniye
cxcore::TR-53,,Rize,Rize
cxcore::TR-54,,Sakarya,Sakarya
cxcore::TR-55,,Samsun,Samsun
cxcore::TR-56,,Siirt,Siirt
cxcore::TR-57,,Sinop,Sinop
cxcore::TR-58,,Sivas,Sivas
cxcore::TR-63,,\u015eanl\u0131urfa,\u015eanl\u0131urfa
cxcore::TR-73,,\u015e\u0131rnak,\u015e\u0131rnak
cxcore::TR-59,,Tekirda\u011f,Tekirda\u011f
cxcore::TR-60,,Tokat,Tokat
cxcore::TR-61,,Trabzon,Trabzon
cxcore::TR-62,,Tunceli,Tunceli
cxcore::TR-64,,U\u015fak,U\u015fak
cxcore::TR-65,,Van,Van
cxcore::TR-77,,Yalova,Yalova
cxcore::TR-66,,Yozgat,Yozgat
cxcore::TR-67,,Zonguldak,Zonguldak (province)
"cxcore::GB-UKM,phpcommon::country/united_kingdom",,United Kingdom,Royaume-Uni
cxcore::US-AL,,Alabama,Alabama
cxcore::US-AK,,Alaska,Alaska
cxcore::US-AZ,,Arizona,Arizona
cxcore::US-AR,,Arkansas,Arkansas
cxcore::US-CA,,California,Californie
cxcore::US-CO,,Colorado,Colorado
cxcore::US-CT,,Connecticut,Connecticut
cxcore::US-DE,,Delaware,Delaware
cxcore::UY-FD,,Florida,Florida
"cxcore::US-GA,phpcommon::country/georgia,general-locstrings::country_name_georgia",,Georgia,Géorgie
cxcore::US-HI,,Hawaii,Hawaï
cxcore::US-ID,,Idaho,Idaho
cxcore::US-IL,,Illinois,Illinois
cxcore::US-IN,,Indiana,Indiana
cxcore::US-IA,,Iowa,Iowa
cxcore::US-KS,,Kansas,Kansas
cxcore::US-KY,,Kentucky,Kentucky
cxcore::US-LA,,Louisiana,Louisiane
cxcore::US-ME,,Maine,Maine
cxcore::US-MD,,Maryland,Maryland
cxcore::US-MA,,Massachusetts,Massachusetts
cxcore::US-MI,,Michigan,Michigan
cxcore::US-MN,,Minnesota,Minnesota
cxcore::US-MS,,Mississippi,Mississippi
cxcore::US-MO,,Missouri,Missouri
cxcore::US-NE,,Nebraska,Nebraska
cxcore::US-NV,,Nevada,Nevada
cxcore::US-NH,,New Hampshire,New Hampshire
cxcore::US-NJ,,New Jersey,New Jersey
cxcore::US-NM,,New Mexico,Nouveau-Mexique
cxcore::US-NY,,New York,New York
cxcore::US-NC,,North Carolina,Caroline du Nord
cxcore::US-ND,,North Dakota,Dakota du Nord
cxcore::US-OH,,Ohio,Ohio
cxcore::US-OK,,Oklahoma,Oklahoma
cxcore::US-OR,,Oregon,Oregon
cxcore::US-PA,,Pennsylvania,Pennsylvanie
cxcore::US-RI,,Rhode Island,Rhode Island
cxcore::US-SC,,South Carolina,Caroline du Sud
cxcore::US-SD,,South Dakota,Dakota du Sud
cxcore::US-TN,,Tennessee,Tennessee
cxcore::US-TX,,Texas,Texas
cxcore::US-UT,,Utah,Utah
cxcore::US-VT,,Vermont,Vermont
cxcore::US-VA,,Virginia,Virginie
cxcore::US-WA,,Washington,État de Washington
cxcore::US-WV,,West Virginia,Virginie-Occidentale
cxcore::US-WI,,Wisconsin,Wisconsin
cxcore::US-WY,,Wyoming,Wyoming
cxcore::US-DC,,District of Columbia,District de Columbia
cxcore::UY-AR,,Artigas,Artigas
cxcore::UY-CA,,Canelones,Canelones
cxcore::UY-CL,,Cerro Largo,Cerro Largo
cxcore::UY-CO,,Colonia,Colonia
cxcore::UY-DU,,Durazno,Durazno
cxcore::UY-FS,,Flores,Flores
cxcore::UY-LA,,Lavalleja,Lavalleja
cxcore::UY-MA,,Maldonado,Maldonado
cxcore::UY-MO,,Montevideo,Montevideo
cxcore::UY-PA,,Paysandu,Paysandu
cxcore::UY-RN,,Rio Negro,Rio Negro
cxcore::UY-RV,,Rivera,Rivera
cxcore::UY-RO,,Rocha,Rocha
cxcore::UY-SA,,Salto,Salto
cxcore::UY-SO,,Soriano,Soriano
cxcore::UY-TA,,Tacuarembo,Tacuarembo
cxcore::UY-TT,,Treinta y Tres,Treinta y Tres
cxcore::VN-44,,An Giant,An Giant
cxcore::VN-43,,Ba Ria\u2013Vung Tau,Ba Ria\u2013Vung Tau
cxcore::VN-54,,Bac Giang,Bac Giang
cxcore::VN-53,,Bac Kan,Bac Kan
cxcore::VN-55,,Bac Lieu,Bac Lieu
cxcore::VN-56,,Bac Ninh,Bac Ninh
cxcore::VN-50,,Ben Tre,Ben Tre
cxcore::VN-31,,Binh Dinh,Binh Dinh
cxcore::VN-57,,Binh Duong,Binh Duong
cxcore::VN-58,,Binh Phuoc,Binh Phuoc
cxcore::VN-40,,Binh Thuan,Binh Thuan
cxcore::VN-59,,Ca Mau,Ca Mau
cxcore::VN-04,,Cao Bang,Cao Bang
cxcore::VN-33,,Dak Lak,Dak Lak
cxcore::VN-72,,Dak Nong,Dak Nong
cxcore::VN-71,,Dien Bien,Dien Bien
cxcore::VN-39,,Dong Nai,Dong Nai
cxcore::VN-45,,Dong Thap,Dong Thap
cxcore::VN-30,,Gia Lai,Province de Gia Lai
cxcore::VN-03,,Ha Giang,Ha Giang
cxcore::VN-63,,Ha Nam,Ha Nam
cxcore::VN-23,,Ha Tinh,Ha Tinh
cxcore::VN-61,,Hai Duong,Hai Duong
cxcore::VN-73,,Hau Giang,Hau Giang
cxcore::VN-14,,Hoa Binh,Hoa Binh
cxcore::VN-66,,Hung Yen,Hung Yen
cxcore::VN-34,,Khanh Hoa,Khanh Hoa
cxcore::VN-47,,Kien Giang,Kien Giang
cxcore::VN-28,,Kon Tum,Province de Kon Tum
cxcore::VN-01,,Lai Chau,Lai Chau
cxcore::VN-35,,Lam Dong,Lam Dong
cxcore::VN-09,,Lang Son,Lang Son
cxcore::VN-02,,Lao Cai,Lao Cai
cxcore::VN-41,,Long An,Province de Long An
cxcore::VN-67,,Nam Dinh,Nam Dinh
cxcore::VN-22,,Nghe An,Nghe An
cxcore::VN-18,,Ninh Binh,Ninh Binh
cxcore::VN-36,,Ninh Thuan,Ninh Thuan
cxcore::VN-68,,Phu Tho,Phu Tho
cxcore::VN-32,,Phu Yen,Phu Yen
cxcore::VN-24,,Quang Binh,Quang Binh
cxcore::VN-27,,Quang Nam,Quang Nam
cxcore::VN-29,,Quang Ngai,Quang Ngai
cxcore::VN-13,,Quang Ninh,Quang Ninh
cxcore::VN-25,,Quang Tri,Quang Tri
cxcore::VN-52,,Soc Trang,Soc Trang
cxcore::VN-05,,Son La,Son La
cxcore::VN-37,,Tay Ninh,Tay Ninh
cxcore::VN-20,,Thai Binh,Thai Binh
cxcore::VN-69,,Thai Nguyen,Thai Nguyen
cxcore::VN-21,,Thanh Hoa,Thanh Hoa
cxcore::VN-26,,Thua Thien\u2013Hue,Thua Thien\u2013Hue
cxcore::VN-46,,Tien Giang,Tien Giang
cxcore::VN-51,,Tra Vinh,Tra Vinh
cxcore::VN-07,,Tuyen Quang,Tuyen Quang
cxcore::VN-49,,Vinh Long,Vinh Long
cxcore::VN-70,,Vinh Phuc,Vinh Phuc
cxcore::VN-06,,Yen Bai,Yen Bai
cxcore::VN-CT,,Can Tho,C?n Th?
cxcore::VN-DN,,Da Nang,?à N?ng
